body_type,drinks,drugs,height,income,orientation,sex,smokes,status,record,new_sign,new_religion,age
6,3,1,59.0,-1.0,1,2,1,1,54192,6,2,25.0
7,3,1,65.0,-1.0,1,2,1,4,54194,8,2,27.0
4,5,1,66.0,30000.0,3,2,3,1,54195,7,2,20.0
6,3,1,74.0,1000000.0,1,1,1,1,54196,9,2,27.0
6,3,1,75.0,-1.0,1,1,1,1,54199,2,1,39.0
3,3,2,72.0,100000.0,1,1,1,1,54200,9,1,36.0
3,4,1,71.0,-1.0,1,1,1,3,54205,4,2,40.0
3,3,2,67.0,-1.0,4,2,1,1,54206,9,1,24.0
4,3,2,72.0,-1.0,1,1,1,1,54207,6,1,44.0
2,3,1,72.0,100000.0,1,1,1,1,54218,3,3,43.0
3,3,2,75.0,-1.0,1,1,1,1,54224,6,1,43.0
8,1,1,62.0,-1.0,1,2,1,1,54229,5,3,21.0
9,3,1,64.0,-1.0,1,2,1,1,54230,7,6,39.0
3,3,1,65.0,-1.0,1,2,1,1,54234,12,5,33.0
3,3,1,66.0,-1.0,1,2,1,1,54237,3,3,59.0
3,2,1,70.0,80000.0,1,2,1,1,54239,8,9,52.0
9,1,1,61.0,-1.0,1,2,1,1,54240,5,4,33.0
2,3,1,63.0,-1.0,4,1,1,1,54241,4,1,24.0
6,1,1,64.0,-1.0,1,2,1,1,54243,12,5,20.0
2,2,1,65.0,-1.0,1,2,1,1,54245,11,9,57.0
6,3,2,67.0,20000.0,1,2,1,1,54249,3,3,55.0
6,3,1,64.0,-1.0,1,2,1,1,54250,3,9,49.0
6,3,1,69.0,20000.0,1,1,1,1,54251,7,6,26.0
3,4,1,70.0,-1.0,1,1,1,4,54257,7,1,29.0
10,3,1,60.0,-1.0,1,2,1,1,54261,3,9,39.0
6,2,1,70.0,-1.0,1,1,1,1,54262,10,2,42.0
6,3,1,68.0,-1.0,1,1,1,1,54265,8,2,23.0
2,3,1,68.0,-1.0,1,2,1,1,54269,10,1,28.0
6,3,1,72.0,-1.0,4,2,1,1,54273,6,9,27.0
7,3,1,70.0,-1.0,1,2,1,1,54274,1,4,50.0
6,3,1,64.0,-1.0,1,2,1,1,54275,12,9,28.0
6,3,1,74.0,-1.0,1,1,1,1,54280,8,4,34.0
4,2,1,70.0,-1.0,1,1,1,1,54282,6,9,38.0
7,4,1,72.0,-1.0,1,1,1,1,54283,10,1,38.0
2,3,1,64.0,70000.0,1,2,1,1,54284,3,2,35.0
3,3,1,66.0,-1.0,1,2,1,1,54285,5,9,33.0
3,3,1,67.0,-1.0,1,2,1,1,54286,10,9,39.0
3,3,1,70.0,-1.0,1,1,1,1,54287,6,9,48.0
4,3,1,66.0,-1.0,1,2,1,1,54288,4,4,27.0
9,2,2,60.0,-1.0,1,2,2,4,54289,9,1,19.0
9,3,1,65.0,-1.0,1,2,1,1,54290,6,6,31.0
3,3,1,71.0,-1.0,1,1,1,1,54292,8,3,50.0
3,3,1,75.0,20000.0,1,1,1,3,54295,11,4,35.0
1,3,1,63.0,-1.0,1,2,1,3,54296,11,3,26.0
6,2,1,72.0,-1.0,1,1,2,1,54297,11,9,38.0
7,3,1,69.0,-1.0,4,1,1,1,54304,4,1,29.0
6,3,1,67.0,-1.0,1,2,1,1,54307,9,3,28.0
10,3,1,67.0,-1.0,1,2,1,1,54308,2,4,38.0
6,3,2,64.0,20000.0,3,2,3,1,54309,1,2,21.0
6,3,1,64.0,-1.0,1,2,1,1,54311,12,2,37.0
6,2,1,65.0,-1.0,1,1,1,1,54312,5,9,32.0
2,1,1,72.0,-1.0,1,1,1,1,54314,6,2,23.0
6,1,1,73.0,-1.0,1,1,1,3,54316,10,1,43.0
4,3,1,73.0,-1.0,1,1,1,1,54321,10,9,33.0
3,3,1,68.0,-1.0,1,1,1,1,54322,11,1,36.0
7,3,2,65.0,-1.0,1,2,5,1,54323,1,2,23.0
4,1,1,63.0,-1.0,1,2,1,1,54336,12,1,46.0
9,3,1,64.0,-1.0,1,2,1,4,54343,3,5,29.0
3,3,2,70.0,40000.0,1,1,2,1,54345,8,2,28.0
6,2,1,68.0,-1.0,1,1,3,1,54346,4,9,27.0
7,3,1,73.0,-1.0,1,1,1,1,54349,1,3,56.0
6,3,1,64.0,-1.0,1,2,1,1,54352,7,6,22.0
2,3,1,62.0,-1.0,1,2,1,1,54353,1,9,54.0
6,3,1,66.0,-1.0,1,2,5,1,54354,12,1,34.0
2,3,1,67.0,-1.0,1,2,1,1,54356,7,5,27.0
6,3,1,65.0,-1.0,1,2,1,1,54362,11,3,30.0
6,2,1,74.0,80000.0,1,1,1,1,54364,4,2,34.0
3,3,1,66.0,100000.0,1,2,1,1,54365,9,1,37.0
4,2,2,77.0,80000.0,3,1,1,1,54370,7,9,37.0
6,3,1,71.0,20000.0,1,1,1,1,54372,7,3,25.0
9,3,1,66.0,-1.0,1,2,1,1,54377,7,1,24.0
9,3,1,65.0,-1.0,1,2,1,1,54378,6,1,33.0
5,4,1,68.0,40000.0,4,2,1,1,54381,10,1,37.0
9,1,1,62.0,-1.0,1,2,2,1,54384,5,9,37.0
4,3,1,68.0,-1.0,1,1,1,1,54389,4,2,35.0
6,3,1,71.0,-1.0,1,1,1,1,54392,3,1,26.0
1,3,1,76.0,20000.0,1,1,1,1,54394,4,1,24.0
1,3,1,70.0,-1.0,1,1,1,1,54395,10,9,37.0
4,3,1,64.0,-1.0,4,2,1,1,54396,3,9,25.0
4,2,1,64.0,-1.0,4,2,1,1,54397,3,9,25.0
6,3,1,71.0,-1.0,1,1,1,1,54399,12,3,44.0
4,3,1,68.0,-1.0,3,2,1,1,54400,3,1,31.0
4,2,1,65.0,-1.0,3,2,1,1,54402,3,6,42.0
4,2,1,72.0,-1.0,4,1,1,1,54403,7,9,49.0
7,3,1,69.0,-1.0,4,1,1,1,54409,5,2,50.0
6,3,1,70.0,50000.0,1,1,4,1,54412,5,4,31.0
6,5,2,63.0,20000.0,1,2,3,1,54414,9,2,21.0
6,1,1,74.0,20000.0,1,1,1,1,54417,11,9,61.0
10,3,1,66.0,-1.0,1,2,1,1,54418,10,9,55.0
4,2,1,72.0,100000.0,1,1,1,1,54419,2,9,56.0
4,3,1,74.0,-1.0,1,1,1,1,54421,2,2,30.0
4,3,2,71.0,-1.0,1,1,1,1,54422,1,9,37.0
6,3,2,63.0,20000.0,1,2,5,1,54423,7,1,21.0
4,3,1,71.0,-1.0,1,1,1,1,54424,10,6,24.0
6,3,1,68.0,100000.0,1,2,1,1,54426,6,2,43.0
2,3,1,67.0,-1.0,1,2,2,1,54427,1,4,33.0
6,3,1,67.0,-1.0,1,2,1,1,54432,1,9,63.0
12,4,2,69.0,-1.0,1,1,1,1,54433,7,2,28.0
6,4,1,66.0,-1.0,1,2,1,1,54434,1,4,26.0
2,3,1,63.0,-1.0,1,2,3,1,54435,12,3,32.0
2,3,1,66.0,-1.0,1,2,1,1,54439,4,1,28.0
2,3,1,64.0,-1.0,1,2,1,1,54440,6,9,40.0
6,3,1,69.0,-1.0,1,2,1,1,54442,10,3,23.0
6,3,1,65.0,30000.0,1,2,1,1,54443,5,9,29.0
9,3,1,60.0,-1.0,3,2,1,1,54444,1,9,32.0
7,3,1,70.0,30000.0,1,1,1,1,54448,2,9,35.0
4,3,1,73.0,-1.0,1,1,1,1,54450,9,4,57.0
6,3,1,68.0,80000.0,1,1,1,1,54451,10,9,39.0
2,4,1,66.0,-1.0,1,2,1,1,54452,3,2,28.0
2,3,1,65.0,-1.0,1,2,1,1,54453,10,9,50.0
3,3,1,67.0,-1.0,1,2,1,1,54458,8,4,22.0
3,3,1,71.0,-1.0,1,2,1,1,54460,5,1,25.0
6,3,1,61.0,-1.0,1,2,3,1,54464,2,4,27.0
7,4,1,64.0,-1.0,1,2,1,1,54467,3,3,45.0
3,4,1,72.0,-1.0,1,1,2,1,54468,11,2,29.0
6,3,1,74.0,-1.0,1,1,1,1,54469,3,2,24.0
3,3,1,73.0,-1.0,1,1,1,1,54470,5,6,23.0
2,3,1,63.0,20000.0,4,2,2,1,54472,8,3,52.0
6,3,1,71.0,80000.0,1,1,5,1,54474,9,7,30.0
3,3,1,63.0,-1.0,1,2,1,1,54478,1,6,33.0
9,3,1,65.0,100000.0,1,2,1,1,54479,10,4,35.0
9,3,1,62.0,-1.0,1,2,1,1,54482,5,9,48.0
9,3,1,67.0,-1.0,1,2,1,1,54483,2,2,19.0
3,3,1,63.0,-1.0,1,2,1,1,54486,1,9,23.0
4,3,1,66.0,-1.0,4,1,1,1,54489,4,5,36.0
9,3,2,69.0,-1.0,3,2,1,3,54493,12,2,43.0
3,1,1,64.0,-1.0,1,2,1,1,54499,4,9,34.0
1,3,1,64.0,-1.0,1,2,5,1,54501,2,3,22.0
6,3,1,68.0,-1.0,1,1,1,1,54502,6,6,43.0
3,3,1,69.0,-1.0,1,2,1,1,54503,3,4,34.0
9,3,1,65.0,-1.0,1,2,1,1,54504,6,5,50.0
6,2,1,68.0,-1.0,1,2,3,1,54515,4,9,35.0
3,3,1,65.0,-1.0,1,2,1,1,54518,9,4,26.0
9,2,1,63.0,-1.0,1,2,1,1,54519,5,2,26.0
6,3,1,62.0,-1.0,1,2,1,1,54522,3,2,23.0
3,3,1,62.0,-1.0,1,2,1,1,54526,8,9,30.0
3,1,1,63.0,-1.0,1,2,1,1,54527,8,5,45.0
6,3,1,72.0,-1.0,1,1,1,1,54529,10,1,34.0
4,3,1,69.0,-1.0,1,1,1,1,54531,1,2,29.0
3,4,2,73.0,-1.0,4,1,2,1,54534,6,2,28.0
2,2,1,65.0,-1.0,1,2,1,1,54539,5,6,51.0
6,4,2,67.0,50000.0,1,1,3,1,54540,3,1,43.0
6,3,2,65.0,150000.0,1,1,1,3,54541,2,2,30.0
7,1,1,68.0,20000.0,1,1,4,1,54543,10,9,20.0
2,3,1,63.0,-1.0,1,2,1,1,54544,12,4,49.0
6,3,2,71.0,-1.0,1,1,3,1,54545,12,1,24.0
3,1,1,67.0,-1.0,1,1,1,1,54547,9,9,21.0
3,3,1,71.0,-1.0,4,1,1,3,54551,6,2,27.0
4,3,1,70.0,-1.0,1,1,1,1,54555,11,3,23.0
3,3,1,69.0,-1.0,1,1,1,1,54557,4,1,43.0
6,3,1,66.0,-1.0,1,1,1,1,54558,5,1,43.0
9,3,1,62.0,-1.0,1,2,1,1,54561,11,6,22.0
2,4,2,62.0,20000.0,3,2,3,1,54562,5,1,22.0
6,3,1,68.0,-1.0,1,2,5,1,54564,2,1,23.0
6,3,1,64.0,-1.0,1,2,5,1,54566,1,3,45.0
9,3,1,65.0,-1.0,1,2,1,1,54574,4,4,24.0
9,1,1,62.0,-1.0,4,2,2,1,54577,6,3,24.0
3,3,2,67.0,80000.0,3,2,1,1,54579,1,9,44.0
3,3,1,62.0,-1.0,1,2,1,1,54581,10,9,49.0
6,3,1,64.0,-1.0,1,2,1,4,54584,1,3,26.0
9,1,1,69.0,-1.0,1,2,1,1,54591,9,9,41.0
10,3,2,61.0,-1.0,1,2,1,1,54593,12,2,28.0
3,2,1,71.0,-1.0,1,1,1,1,54594,10,1,27.0
3,1,2,72.0,20000.0,1,1,2,4,54596,7,9,26.0
2,3,2,68.0,100000.0,1,1,5,1,54597,4,2,28.0
2,3,1,76.0,20000.0,1,1,1,1,54601,8,3,22.0
3,3,1,66.0,-1.0,1,2,1,1,54604,9,5,31.0
6,3,1,60.0,80000.0,4,2,4,1,54605,5,3,36.0
6,3,1,75.0,-1.0,4,1,1,1,54609,2,6,23.0
3,2,1,71.0,-1.0,3,2,1,1,54613,8,5,45.0
6,3,1,67.0,-1.0,1,1,1,1,54616,4,9,40.0
6,3,1,64.0,-1.0,1,2,1,1,54617,3,6,36.0
6,3,1,61.0,-1.0,4,2,1,4,54618,7,6,36.0
6,1,1,61.0,20000.0,1,2,3,1,54620,9,2,48.0
9,3,1,60.0,-1.0,1,2,1,1,54623,9,6,25.0
2,3,1,65.0,-1.0,1,2,1,1,54624,5,4,32.0
4,1,1,66.0,-1.0,1,2,1,1,54625,5,8,21.0
2,4,3,66.0,40000.0,1,2,4,1,54627,7,4,24.0
4,3,2,69.0,-1.0,1,1,4,1,54631,5,9,28.0
9,3,1,67.0,-1.0,1,2,1,1,54632,4,9,28.0
3,3,1,71.0,-1.0,1,1,1,1,54635,10,6,29.0
10,3,1,68.0,-1.0,1,2,1,1,54640,7,1,29.0
6,4,1,59.0,-1.0,1,2,1,1,54641,9,4,22.0
3,2,1,63.0,-1.0,3,2,1,1,54643,11,3,19.0
9,3,1,66.0,-1.0,1,2,1,1,54647,6,1,28.0
1,3,1,70.0,20000.0,1,1,4,1,54650,3,9,24.0
4,4,2,75.0,-1.0,1,1,4,1,54657,5,2,31.0
3,3,1,66.0,-1.0,1,2,1,1,54661,7,1,25.0
9,6,2,66.0,20000.0,3,2,1,4,54662,5,9,25.0
4,2,1,64.0,-1.0,4,2,1,1,54663,9,9,24.0
9,4,2,68.0,-1.0,1,2,5,3,54665,2,2,26.0
7,3,1,64.0,50000.0,1,2,5,1,54669,11,3,38.0
4,2,1,70.0,-1.0,1,1,1,1,54670,9,8,18.0
4,3,2,72.0,-1.0,1,1,1,1,54671,7,2,26.0
6,2,1,68.0,-1.0,1,1,1,1,54674,8,2,50.0
4,3,2,72.0,-1.0,1,1,1,1,54677,9,9,20.0
6,3,1,68.0,-1.0,1,2,1,1,54678,8,3,49.0
3,3,1,60.0,-1.0,1,2,1,1,54683,12,1,49.0
4,3,1,62.0,-1.0,1,2,1,1,54686,9,4,25.0
2,3,1,74.0,1000000.0,1,1,1,1,54687,1,2,25.0
9,3,1,60.0,-1.0,1,2,1,1,54688,12,4,34.0
4,1,1,64.0,-1.0,1,2,1,1,54689,11,9,42.0
2,4,1,67.0,-1.0,1,2,1,4,54690,8,2,27.0
3,2,2,60.0,-1.0,1,2,1,1,54692,7,6,63.0
9,3,1,68.0,-1.0,1,2,4,1,54702,12,1,24.0
4,3,1,71.0,-1.0,1,1,1,1,54704,2,2,44.0
2,3,1,67.0,-1.0,1,1,1,1,54706,7,1,28.0
6,3,2,66.0,-1.0,1,2,3,1,54707,9,2,24.0
9,3,1,65.0,-1.0,1,2,1,1,54709,9,2,53.0
6,3,1,66.0,-1.0,1,1,1,1,54711,5,1,30.0
9,4,2,71.0,-1.0,4,1,1,1,54712,3,3,40.0
6,3,1,60.0,-1.0,4,2,1,1,54713,9,9,28.0
3,3,1,72.0,-1.0,1,1,1,1,54720,6,1,50.0
4,2,1,69.0,-1.0,1,1,1,1,54722,3,6,35.0
10,2,1,76.0,-1.0,1,1,1,4,54724,12,3,49.0
6,3,1,63.0,-1.0,1,2,1,1,54726,6,4,24.0
7,3,1,68.0,-1.0,3,2,1,1,54727,2,9,20.0
6,3,1,73.0,100000.0,1,1,1,1,54729,2,9,48.0
1,3,2,74.0,70000.0,1,1,4,1,54732,3,2,33.0
4,3,2,71.0,-1.0,1,1,3,1,54736,6,5,29.0
3,3,1,64.0,-1.0,1,2,1,1,54741,9,4,42.0
3,2,1,64.0,-1.0,1,2,1,1,54742,5,3,33.0
1,2,2,72.0,-1.0,1,1,1,1,54743,7,1,57.0
6,3,1,63.0,-1.0,1,2,1,1,54744,6,2,33.0
1,3,1,71.0,-1.0,1,1,1,1,54749,7,6,24.0
6,3,1,67.0,-1.0,1,1,1,1,54753,4,6,26.0
2,4,2,64.0,20000.0,1,2,1,3,54754,10,2,26.0
8,3,1,69.0,30000.0,1,1,1,1,54755,3,6,59.0
4,3,2,64.0,-1.0,1,1,1,1,54757,3,3,27.0
6,3,1,63.0,-1.0,1,1,1,1,54761,11,2,27.0
4,1,1,74.0,-1.0,4,1,1,1,54764,1,9,36.0
3,3,2,68.0,-1.0,1,1,5,1,54769,3,9,27.0
4,3,1,64.0,-1.0,1,2,1,1,54771,7,9,46.0
6,3,1,62.0,-1.0,4,2,1,4,54775,2,9,23.0
6,3,1,67.0,-1.0,1,1,1,1,54778,6,9,41.0
4,4,1,70.0,-1.0,1,1,1,1,54780,9,2,33.0
3,3,1,71.0,100000.0,1,1,1,1,54781,5,3,37.0
9,3,1,62.0,40000.0,1,2,1,1,54783,6,3,24.0
6,3,1,74.0,-1.0,4,1,1,1,54785,4,9,37.0
4,1,1,69.0,-1.0,4,1,1,1,54786,8,9,43.0
9,3,1,63.0,-1.0,1,2,1,1,54789,9,2,23.0
3,3,2,69.0,1000000.0,1,1,1,1,54791,8,1,21.0
6,3,1,62.0,-1.0,1,2,1,1,54794,6,9,32.0
6,3,1,67.0,-1.0,1,2,1,1,54798,2,9,23.0
4,3,1,73.0,-1.0,4,1,1,1,54799,6,1,39.0
2,3,1,68.0,-1.0,3,2,1,3,54800,10,9,36.0
3,3,1,60.0,-1.0,1,2,1,1,54802,2,3,37.0
6,3,1,67.0,-1.0,1,2,1,1,54803,6,9,41.0
6,3,1,64.0,-1.0,1,1,1,1,54805,1,3,28.0
6,3,1,67.0,-1.0,1,2,1,1,54807,2,3,31.0
6,3,1,70.0,-1.0,1,1,1,1,54809,8,2,31.0
7,3,1,67.0,-1.0,1,2,1,1,54811,2,5,54.0
4,3,2,68.0,20000.0,1,1,1,1,54812,6,9,28.0
6,3,2,66.0,-1.0,1,2,1,1,54819,8,9,48.0
4,3,1,67.0,-1.0,1,1,1,1,54821,11,3,24.0
4,3,1,65.0,-1.0,1,2,1,1,54822,2,9,35.0
7,4,2,72.0,-1.0,1,1,1,3,54825,10,5,64.0
6,3,1,62.0,-1.0,1,2,1,1,54827,6,9,34.0
9,2,1,64.0,-1.0,1,2,1,1,54828,11,1,42.0
7,3,2,73.0,-1.0,1,1,1,3,54833,12,5,31.0
3,3,1,70.0,-1.0,1,2,1,1,54836,3,6,28.0
9,3,1,62.0,80000.0,1,2,1,1,54837,4,3,31.0
6,3,1,65.0,-1.0,1,2,1,1,54838,4,9,34.0
3,3,2,64.0,100000.0,1,2,1,1,54839,11,6,36.0
6,3,1,60.0,-1.0,1,2,1,1,54841,8,3,38.0
3,3,1,64.0,-1.0,1,2,1,1,54846,12,1,34.0
3,3,1,68.0,-1.0,1,2,1,1,54847,6,9,63.0
9,3,1,59.0,-1.0,1,2,1,1,54848,10,9,45.0
1,3,1,72.0,-1.0,4,1,1,3,54849,5,1,49.0
3,3,1,70.0,-1.0,1,1,1,1,54850,9,6,44.0
7,3,1,69.0,20000.0,1,1,1,1,54851,10,1,23.0
6,3,1,71.0,20000.0,1,1,1,3,54852,8,2,24.0
6,3,1,67.0,-1.0,1,2,1,1,54853,6,5,40.0
6,3,1,68.0,-1.0,1,2,1,1,54858,5,2,35.0
4,3,1,64.0,-1.0,1,2,1,1,54861,10,6,29.0
3,3,1,67.0,-1.0,1,2,1,1,54862,5,4,21.0
6,3,1,69.0,-1.0,1,2,1,1,54864,8,1,22.0
3,1,1,73.0,20000.0,1,1,2,4,54871,6,9,42.0
4,3,2,68.0,-1.0,1,1,3,1,54875,5,1,34.0
9,2,1,65.0,-1.0,1,2,1,1,54876,11,4,30.0
12,3,1,67.0,80000.0,1,1,1,1,54877,9,4,20.0
9,3,1,59.0,-1.0,1,2,1,1,54878,3,6,22.0
2,3,1,66.0,20000.0,1,2,1,1,54884,2,3,23.0
4,2,1,68.0,-1.0,1,2,1,1,54887,3,6,37.0
4,3,2,72.0,-1.0,1,1,1,1,54888,8,6,35.0
3,3,2,64.0,-1.0,3,2,1,1,54890,8,6,46.0
6,3,1,62.0,-1.0,1,2,3,1,54891,3,4,46.0
4,3,1,70.0,150000.0,1,1,1,1,54893,7,1,30.0
11,3,1,71.0,-1.0,4,1,1,2,54895,5,4,31.0
2,3,1,77.0,-1.0,1,1,1,1,54896,10,1,23.0
7,1,1,66.0,-1.0,4,1,1,4,54897,10,9,28.0
2,3,1,65.0,-1.0,1,2,1,3,54899,5,9,65.0
4,3,1,69.0,-1.0,1,2,1,1,54905,3,3,19.0
2,3,2,68.0,-1.0,1,2,5,1,54906,3,2,25.0
6,3,1,67.0,-1.0,1,2,1,1,54907,12,3,25.0
12,3,2,64.0,20000.0,1,2,5,1,54909,2,1,30.0
9,3,2,65.0,-1.0,1,2,3,1,54912,11,1,27.0
9,3,1,66.0,-1.0,1,2,1,1,54913,11,1,26.0
6,3,1,70.0,-1.0,1,1,1,1,54914,1,2,23.0
7,3,1,66.0,-1.0,4,2,3,1,54918,11,3,21.0
2,3,1,66.0,20000.0,3,2,1,4,54922,8,2,21.0
6,3,1,66.0,20000.0,1,2,1,1,54924,3,9,63.0
3,1,1,67.0,20000.0,1,1,1,1,54926,7,9,24.0
6,2,1,73.0,-1.0,1,1,1,1,54930,9,3,35.0
9,2,2,64.0,-1.0,1,2,5,1,54933,10,2,33.0
2,3,2,71.0,20000.0,1,1,3,1,54935,5,9,31.0
1,3,1,65.0,-1.0,1,2,1,1,54937,10,5,27.0
6,3,1,70.0,-1.0,1,2,1,1,54939,9,1,23.0
2,3,1,62.0,-1.0,1,2,1,1,54946,3,4,23.0
9,3,1,59.0,-1.0,1,2,3,1,54947,4,9,38.0
4,3,1,68.0,-1.0,1,2,1,1,54949,8,9,35.0
6,3,1,67.0,-1.0,1,2,1,1,54950,10,2,23.0
6,3,2,76.0,-1.0,1,1,1,1,54957,8,1,40.0
6,5,2,64.0,-1.0,1,2,3,1,54965,9,1,26.0
4,3,1,67.0,-1.0,3,2,1,1,54966,10,4,29.0
6,3,2,72.0,-1.0,1,1,1,1,54968,7,5,27.0
10,3,1,70.0,-1.0,1,2,1,1,54971,7,2,31.0
3,3,1,68.0,-1.0,1,2,1,1,54977,7,1,22.0
6,4,1,65.0,100000.0,1,2,1,1,54979,6,1,36.0
6,3,1,68.0,-1.0,1,1,1,1,54983,10,6,29.0
6,3,1,70.0,-1.0,1,2,1,4,54984,2,3,24.0
6,3,2,68.0,-1.0,1,2,1,1,54985,11,9,50.0
4,3,1,73.0,-1.0,1,1,1,1,54987,4,6,64.0
4,3,1,68.0,-1.0,1,1,1,1,54988,4,2,36.0
3,3,1,67.0,100000.0,1,1,1,1,54991,7,6,28.0
6,2,1,67.0,50000.0,1,1,1,1,54992,12,3,25.0
2,1,1,63.0,-1.0,1,2,1,1,54998,7,9,23.0
4,3,1,68.0,-1.0,1,2,1,1,55000,1,9,28.0
3,3,1,66.0,-1.0,1,2,1,1,55002,2,3,23.0
6,3,1,70.0,60000.0,1,1,1,1,55004,4,3,36.0
6,3,1,65.0,-1.0,1,2,1,1,55007,5,3,26.0
3,3,1,69.0,-1.0,1,1,1,4,55008,1,9,25.0
6,3,1,61.0,-1.0,1,2,1,1,55010,3,3,63.0
4,3,1,71.0,-1.0,1,1,1,1,55012,7,9,26.0
7,3,1,63.0,-1.0,1,2,1,1,55017,3,4,28.0
10,3,1,66.0,20000.0,1,2,4,1,55021,1,2,23.0
7,2,1,63.0,-1.0,1,2,1,1,55023,3,6,45.0
6,1,1,75.0,-1.0,1,1,1,1,55024,11,1,38.0
7,3,1,73.0,20000.0,1,1,1,1,55026,5,9,27.0
4,3,1,74.0,-1.0,1,1,1,1,55033,3,4,27.0
4,3,1,73.0,-1.0,1,1,1,1,55034,1,3,20.0
3,3,1,68.0,-1.0,1,1,5,1,55036,4,1,31.0
6,3,1,68.0,-1.0,1,2,1,1,55038,7,1,23.0
3,4,2,61.0,-1.0,1,2,1,1,55043,4,3,28.0
3,3,1,71.0,-1.0,1,1,5,1,55044,1,6,32.0
6,3,1,72.0,-1.0,1,1,3,1,55046,11,9,40.0
7,3,2,70.0,-1.0,1,2,4,1,55047,10,9,30.0
7,2,1,67.0,20000.0,1,2,1,1,55048,2,3,28.0
6,3,1,72.0,-1.0,4,1,1,1,55050,7,1,40.0
6,3,1,67.0,-1.0,1,2,1,1,55051,5,3,32.0
3,3,2,68.0,-1.0,1,1,5,1,55053,6,2,25.0
4,3,1,73.0,-1.0,1,1,1,1,55054,8,3,24.0
4,3,1,71.0,50000.0,1,1,1,1,55056,6,9,42.0
2,3,1,66.0,-1.0,1,2,1,1,55057,7,4,35.0
7,3,1,60.0,-1.0,1,2,1,1,55060,4,5,66.0
6,3,1,65.0,-1.0,4,2,3,1,55061,2,2,28.0
3,3,1,62.0,-1.0,1,2,1,1,55065,7,1,39.0
6,3,1,72.0,-1.0,1,1,1,1,55070,2,3,31.0
4,3,2,68.0,70000.0,1,1,2,1,55072,9,1,29.0
4,3,2,71.0,-1.0,1,1,1,1,55077,12,9,30.0
7,3,1,70.0,-1.0,1,1,1,1,55079,11,3,58.0
2,3,2,73.0,-1.0,1,1,1,1,55081,6,1,29.0
4,3,1,72.0,-1.0,1,1,1,1,55090,2,3,35.0
4,3,1,70.0,30000.0,1,1,1,1,55091,10,2,23.0
4,3,1,70.0,-1.0,4,1,1,1,55095,4,1,37.0
3,3,1,75.0,-1.0,1,1,1,1,55097,6,1,43.0
6,3,1,72.0,-1.0,1,1,1,1,55100,6,2,21.0
4,3,1,65.0,-1.0,1,2,1,4,55102,6,9,25.0
7,2,1,71.0,-1.0,1,1,1,1,55105,9,6,61.0
4,3,2,70.0,70000.0,1,1,1,1,55110,5,2,26.0
6,3,1,69.0,-1.0,4,1,1,1,55111,6,2,22.0
6,4,2,66.0,-1.0,1,1,5,1,55113,10,1,29.0
6,3,1,60.0,-1.0,1,2,1,1,55115,7,3,43.0
4,3,1,68.0,-1.0,1,2,1,1,55116,3,2,24.0
6,3,1,66.0,20000.0,1,2,1,1,55118,10,3,24.0
4,3,1,68.0,-1.0,1,1,3,1,55120,2,9,29.0
6,3,2,67.0,-1.0,4,1,1,1,55122,10,2,22.0
2,3,1,74.0,-1.0,1,1,1,1,55126,2,9,36.0
4,3,1,65.0,-1.0,1,2,1,1,55127,1,3,30.0
9,3,1,62.0,-1.0,1,2,1,4,55132,3,9,29.0
4,3,1,74.0,-1.0,1,1,1,1,55135,2,2,30.0
6,3,1,70.0,-1.0,1,1,4,1,55138,3,3,29.0
6,3,1,69.0,40000.0,1,1,1,1,55139,7,4,27.0
6,2,1,67.0,-1.0,1,2,1,1,55141,8,1,40.0
6,3,1,63.0,20000.0,1,2,1,1,55145,8,4,20.0
9,2,1,61.0,-1.0,1,2,1,1,55147,8,9,59.0
6,3,1,67.0,-1.0,1,2,1,1,55148,2,4,25.0
3,4,2,62.0,-1.0,1,2,1,1,55153,12,6,25.0
3,4,2,70.0,20000.0,1,1,1,1,55155,6,1,27.0
7,3,2,72.0,80000.0,1,1,1,1,55159,11,3,30.0
7,3,1,67.0,-1.0,1,2,1,1,55160,6,3,46.0
4,3,1,64.0,-1.0,1,1,1,1,55162,4,3,29.0
6,2,1,64.0,-1.0,1,2,1,1,55163,11,4,29.0
6,3,2,68.0,50000.0,1,1,5,1,55164,1,2,27.0
6,3,1,61.0,-1.0,1,2,1,1,55167,12,4,57.0
6,3,1,66.0,-1.0,3,2,1,1,55170,12,3,25.0
3,1,1,67.0,-1.0,1,2,1,1,55173,8,9,31.0
3,3,1,67.0,100000.0,1,1,1,1,55175,7,1,26.0
3,3,1,74.0,-1.0,1,1,1,1,55177,11,2,31.0
3,4,2,66.0,20000.0,1,2,1,1,55178,3,9,21.0
3,3,2,71.0,-1.0,1,1,1,1,55179,9,6,29.0
6,3,1,72.0,30000.0,1,1,1,1,55181,10,3,25.0
3,3,1,62.0,-1.0,1,2,1,1,55183,7,6,29.0
3,2,1,64.0,-1.0,1,2,1,1,55185,8,9,62.0
9,3,1,65.0,-1.0,1,2,1,1,55187,11,9,43.0
6,3,1,70.0,-1.0,1,1,1,1,55189,5,9,32.0
12,3,2,66.0,-1.0,1,2,3,1,55194,3,9,19.0
6,1,1,65.0,70000.0,1,1,1,1,55195,10,8,28.0
4,3,1,62.0,-1.0,1,2,1,1,55199,9,4,34.0
3,3,1,63.0,20000.0,1,2,3,1,55200,6,9,27.0
